Artist,Lyrics,Song
Charlie Puth ,"   Does it feel different? Or like it was? Does he ever send you roses just because And would he hold you? All through the night? Write a half a million songs to make it right  There's no place that I'd rather be Then when you're here right, next to me  Ooh, is he really gonna love you Or just let you go? (just let you go) Baby no-oh, does he really mean it When he says you're beautiful Or is he full of shit?  How many times would He say goodbye? All he ever seems to do is make you cry Do you still think of me every single day? Cause our life was comfortable in every way  There's no place that I'd rather be Then when you're here right, next to me  Ooh, is he really gonna love you Or just let you go? (just let you go) Baby no-oh, does he really mean it when he says you're beautiful or is he full of shit?  Ooh, is he really gonna love you Or just let you go? (just let you go) Baby no-oh, does he really mean it When he says you're beautiful Or is he full of.  Ooh, is he really gonna love you Or just let you go? (just let you go) Baby no-oh, does he really mean it When he says you're beautiful Or is he full of shit? ",Full Of It 
Charlie Puth ,"   Yeah  Tired of this conversation We didn't come all this way To touch a little, kiss a little All night long You wanna hear me say it I know I kept you waitin' Just a little, just a little All night long  Can't stop 'Til you're lyin' right here next to me I should stop But I think I'll do it anyway  Baby, would you ever want to be my girlfriend? I don't wanna play no games This is more than just a phase Baby, would you ever want to be my girlfriend? If you want it, let me know We could make this official  Don't we look perfect, baby? Let's take this further, baby Just a little, just a little All night long If I was your boyfriend, I I'd be givin' you all my time Not just a little, just a little All night long  Can't stop 'Til you're lyin' right here next to me I should stop (Oh) But I think I'll do it anyway  Baby, would you ever want to be my girlfriend? (Oh) I don't wanna play no games (No games) This is more than just a phase Baby, would you ever want to be my girlfriend? (Oh) If you want it, let me know (Me know) We could make this official (For sure)  Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend  I can't stop, woah Know I should stop But I had to do it anyway, I had to do it anyway I had to do it anyway, I had to do it anyway  Baby, would you ever wanna be my girlfriend? (Oh) I don't wanna play no games (No games) This is more than just a phase (Yeah) Baby, would you ever wanna be my girlfriend? (Oh) If you want it, let me know (Me know) We could make this official (Oh yeah)  Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) If you were my girlfriend (I'm ready to do this thing, yeah) Hold on, you're makin' me (Oh no, baby, no) Hold on, you're makin' me (Oh no, baby, my) My girlfriend (Yeah) ",Girlfriend 
Charlie Puth ,"   I gotta have you now, it's not an option. You're taking off your blouse and I'm watching. In front of your mirror, I turn the curtain down. I couldn't be any clearer what we're gonna do now.  I wanna see you riding and grinding and We're gonna get it right we're colliding we're Gonna have to keep quiet, trying to keep it down. You're taking off my shirt, for another go round. For another go round. For another go round.  I gotta have you now, just can't take it. I wanna put you down when we're faded. At the top of your lungs, you'll be screaming my name. And we've gone too far to call it all the way.  I'll pick you up and lay you on the kitchen counter. Say you couldn't do without it, I'm okay if you're about it. Down on every direction, got me hypnotized. I'm hallucinating, going out of my mind. For another go round For another go round  It's like every other evening let me see what you can do. Yeah, ohohoh I got all this paper, let me throw it all on you. For another go round. For another go round. ",Go Round 
Charlie Puth & blackbear ,"   I can see you're struggling Promise you'll find love again Yeah, it will be alright Why are you so hard on yourself?  Yeah, why you gotta try so hard? Counting calories and carbs Another trip across the world I go so hard tryna make you feel just like a queen You don't need a camera to make a scene You were born like that, no Maybelline When you first wake up, you're bad to me  Pop another Addy, no sleep tonight Can't push the wheel slow, I'm speedin' right Over to the crib as we need to slide But you take so long makin' up your mind All-black dress, Dior bag And leave ten times, I'll take you back Why you wanna look like someone else? Why are you so hard on yourself?  I can see you're struggling Promise you'll find love again It will be alright Why are you so hard on yourself? Try not to fall apart You're perfect just the way you are It will be alright Why are you so hard on yourself?  Why you gotta compare our lives To pics you see on your timeline? Another shot of Hennessy I try so hard not to act like a dick when I'm 'round your friends Mood swings up and down again Hollywood Hills where we play pretend No one happy, but they're good at fakin' it  Pop up in the party, show face tonight I don't really smoke, but I need the vibes You love to get high, she need the flights Standin' so high, swear she can fly And just like that, you get sad Let's go home, girl, this party's so wack Why you wanna be like someone else? Why are you so hard on yourself?  I can see you're struggling (Yeah) Promise you'll find love again It will be alright (It will be alright) Why are you so hard on yourself? (Yeah) Try not to fall apart You're perfect just the way you are It will be alright Why are you so hard on yourself?  Girl, when you look in a mirror I hope you see what I see clearer All that I want you to know is that you're perfect the way that you are Oh, the way you are (Oh, the way you are), ooh Oh, why are you so hard on yourself?  I can see you're struggling Promise you'll find love again It will be alright Why are you so hard on yourself? Try not to fall apart You're perfect just the way you are It will be alright Why are you so hard on yourself?  Oh oh, oh oh Oh oh, oh oh (Yeah yeah) Oh oh, oh oh... ",Hard On Yourself 
Charlie Puth ,"   I'll take a break tonight Feels like my mind's on fire Only been a week but all I can think of is you you you Trying to find a way To see you again each day But I'm running out of right things to say  Baby, I could touch the sky If only you were standing right here by my side I can wait forever Just don't tell me ""never"" 'Cause baby when I look in your eyes  My heart go crazy It's insanity Yeah, you're making me, oh Baby, can you hear My heart go crazy It's insanity Yeah, you're making me, oh Baby, can you hear my heart go  There's nothing to deny You make me feel inside You don't even know how I'm going out my mind mind mind 'Cause there's no where that I'd rather be than when you're here right next to me I'm trying to fight it but now I can clearly see  Baby, I could touch the sky If only you were standing right here by my side I can wait forever Just don't tell me ""never"" 'Cause baby, when I look in your eyes  My heart go crazy It's insanity Yeah, you're making me, oh Baby, can you hear My heart go crazy It's insanity Yeah, you're making me, oh Baby, can you hear my heart go (Oh oh oh oh...) Can you hear my heart go (Oh oh oh oh...) Ooh (oh oh oh oh...) Can you hear my heart go  You do... If you were my girl I'll hold you so tight I'll be with you Everyday and every night  Baby, I could touch the sky If only you were standing right here by my side I can wait forever Just don't tell me ""never"" 'Cause, baby, when I look in your eyes My heart go (oh oh oh oh...) Can you hear my heart go (Oh oh oh oh...) Can you hear my heart? ",Heart Go Crazy 
Charlie Puth ,"  [French Montana:] Charlie You know what it is When you hear that, heh! Montana  [Charlie Puth:] I'll admit, I was wrong, what else can I say, girl? Can't you blame my head and not my heart? I was drunk, I was gone, that don't make it right, but Promise there were no feelings involved, mmh  She said, ""Boy, tell me honestly Was it real or just for show? "", yeah She said, ""Save your apologies Baby, I just gotta know""  How long has this been goin' on? You've been creepin' 'round on me While you're callin' me ""baby"" How long has this been goin' on? You've been actin' so shady I've been feelin' it lately, baby  Ooo-oh (yeah) Ooo-oh (encore) Oooh-ooh-oh  I'll admit, it's my fault, but you gotta believe me When I say it only happened once, mmm I try, and I try, but you'll never see that You're the only one I wanna love, oh, yeah  She said ""Boy, tell me honestly"" ""Was it real or just for show? "", yeah She said, ""Save your apologies"" ""Baby, I just gotta know""  How long has this been goin' on? You've been creepin' 'round on me While you're callin' me ""baby"" How long has this been goin' on? You've been actin' so shady I've been feelin' it lately, baby  [Charlie Puth {French Montana}:] Ooo-oh (yeah) Ooo-oh (encore) Oooh-ooh-oh How long has this been goin' on, baby? Ooo-oh (yeah) Ooo-oh, you gotta go tell me now {Charlie} Oooh-ooh-oh {You know what it is} {Ey, Montana}  [French Montana {Charlie Puth}:] P-p-pull up to the club in [?] Shorty tryin' to rip off the door handle If you ain't known that, you know now Shorty Olivia when it come to scandals T-top down, t-top down Fell in love with the [?] in the top down Shorty tryin' to creep and I can't stand it Creep, creepin' through the window like [?] Talking to herself goin' crazy French vanilla got us both going crazy I-I don't know what you thought I don't wanna hear I'm sorry, my fault {How long has this been goin' on?} Montana  [Charlie Puth:] You've been creepin' 'round on me While you're callin' me ""baby"" How long has this been goin' on? You've been actin' so shady I've been feelin' it lately, baby  (Ooo-oh, yeah) How long has this been goin' on? (Ooh, encore) You've been creepin' 'round on me (Oooh-ooh-oh) How long has it been goin' on, baby? Oh (Ooo-oh) How long has this been goin' on? (Ooh, encore) (You gotta go tell me now) (Oooh-ooh-oh) You've been actin' so shady I've been feelin' it lately, baby ",How Long (Remix) 
Charlie Puth ,"   I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, no good for my health You messed with my heart, now you're the reason why  Do you remember when you told me I don't have to worry? He's overseas, out on his tour He'll be okay without me You said you had nothing to hide That you left him long ago I shoulda known that was a lie  I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, no good for my health You messed with my heart, now you're the reason why  I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, no good for my health You messed with my heart, now you're the reason why  Do you remember when you said Do not tell anybody? 'Cause if you do I'll be the first To put my hands around your throat If you had nothing to hide Why is no one supposed to know I shoulda known that was a lie  I warned myself that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, no good for my health You messed with my heart, now you're the reason why  I warned myself (warned myself) that I shouldn't play with fire But I can tell that I'll do it one more time Don't trust in myself, no good for my health You messed with my heart, now you're the reason why (Oh, oh, oh, oh, the reason why) ",I Warned Myself 
Charlie Puth ,"   Girl sitting right down here Where its not so crowded He sees you looking but he's not doing anything about it Baby, you're looking In the wrong direction Because this friction between us Is just straight perfection (Why you playing hard to get?) Ooh Ooh We don't have the time Just put your lips on mine, fine lady Ooh Ooh Don't you be going very far Just think of all the crazy little things up in your mind that we'd be doing this minute If we were in the dark If we we we were in the dark (dark) woah If we were in the daaaarkkk The daaaarkkk If we were in the dark Dark, dark, dark, dark (We we we, we were, we were) She's spending every other night alone 'Coz all them other guys are blowing up her phone But she really doesn't know How good it could be If she rearranged her plans And made them with me I'm not into pressing my luck But your sexy little body has got me stuck And I know there's something that I miss But before I go on, let me tell you this Ooh Ooh We don't have the time Just put your lips on mine, fine lady Ooh Ooh Don't you be going very far Just think of all the crazy little things up in your mind that we'd be doing this minute If we were in the dark If we we we were in the dark (dark) woah If we were in the daaaarkkk The daaaarkkk If we were in the dark Dark, dark, dark, dark (We we we, we were, we were) Ooh, yeah baby Would have you to myself Ooh, ooh Yeah baby Don't want nobody else Heyyy, yeah Just put your lips on mine, fine lady Yeahhhhhh Woahhh If we were in the dark If we we we were in the dark (dark) woah If we were in the daaaarkkk The daaaarkkk If we were in the dark Dark, dark, dark, dark (We we we, we were, we were) If we were in the dark If we we we were in the dark (dark) woah If we were in the - If we were in the - If we were in the dark Dark, dark, dark, dark If we we we we we were in the dark ",In The Dark 
Charlie Puth ,"   (Oh) Iâm facing the bottle (Oh) For all of my problems (Oh) These instagram models (Oh) Are nothing but trouble   (Oh) She going away now (Oh) Iâm going for throttle (Oh) Oh these instagram models (Oh) Are serving nothing but trouble  Sheâs leading me on the round  Thatâs perfect but closing down  Iâm crying day you gone  Ain't taking it no more  Ain't taking it no more   Sheâs so good at playing cards But the minute she brings you joy Sheâll shows you the door Ain't taking it no more Ain't taking it no more  (Oh) Iâm facing the bottle (Oh) For all of my problems (Oh) These instagram models (Oh) Are nothing but trouble   (Oh) She going away now (Oh) Iâm going for throttle (Oh) Oh these instagram models (Oh) Are serving nothing but trouble  Sheâs sick of waiting on her roof (UNKNOWN) Now so tired of waiting her turn And I ain't tryna go home  Ain't taking this no more Ain't taking it no more   And I never believed it would actually happen Your body so tempting, my sweetest distraction Lets get down on the floor Canât take this no more Canât take this no more  (Oh) Iâm facing the bottle (Oh) For all of my problems (Oh) These instagram models (Oh) Are nothing but trouble   (Oh) She going away now (Oh) Iâm going for throttle (Oh) Oh these instagram models (Oh) Are serving nothing but trouble  Heeeeey hey hey aye! Heeeeey hey hey aye! ",Instagram Models 
Charlie Puth ,"   I Should have told You how I really feel A little in advance  Then I Would've had some time To go and work it out I think I've lost my chance  For the last 3 years I just hid it so well Hoping that you'd figure it out because I never could tell it Straight to your face  Never have I ever woken up in a cold hard sweat From a dream wondering If you'd ever say ""goodbye"" If I didn't say it first  I'm done Playing these games I can't believe what I'm about to say I won't tell you goodbye With my love left behind Kiss me before I Fucking lose my Mind  No No more nights Drinking to my loneliness Up till 2 AM  No No more waiting Pacing round the bar Hoping that you might walk in  For the last 3 years I just hid it so well Hoping that you'd figure it out because I never could tell it Straight to your face  Never have I ever woken up in a cold hard sweat From a dream wondering If you'd ever say ""goodbye"" If I didn't say it first  I'm done Playing these games I can't believe what I'm about to say No I won't tell you goodbye With my love left behind Kiss me before I Fucking lose my mind  Oooo...  I'm done Playing these games I can't believe what I'm about to say 'Cause I would rather die Than feeling this inside Tricks played on my mind No I would rather die Than just tell you goodbye With my love left behind Kiss me before I Fucking lose my Mind ",Kiss Me Before I Fucking Lose My Mind 
Charlie Puth ,"   Soon as I walk in the doorway a dress hit the floor I know all the curves of your body Yeah, I been there before And now I take my time just to tease ya So you know what's in store Yeah, I'ma get you like that then go right back for more  'Cause I been missing you like you've been missing me I'll keep you coming soon You'll never wanna leave (Hey)  I know just where to touch to get you feeling Every inch of your love 'cause I know you by heart I know just where to kiss to get you breathing Baby, I don't know much but I know you by heart  I know you by heart  Nothing like sex on a Sunday We got nowhere to go We gon' be here 'til Monday So we should take it slow Tuesday to Thursday you call me 'Cause we on a roll Yeah, I'ma kiss you like that then on Friday I'm back for more  'Cause I been missing you like you've been missing me I'll keep you coming soon You'll never wanna leave (Hey)  I know just where to touch to get you feeling Every inch of your love 'cause I know you by heart I know just where to kiss to get you breathing Baby, I don't know much but I know you by heart  Your body's second nature I know what it takes to shake ya I don't have to lift a finger 'Cause I know you by heart I'll be the first to taste ya The second that you wake up You don't have to lift a finger But I know you by heart  Know you by heart Know you  'Cause I been missing you like you've been missing me I'll keep you coming soon You'll never wanna leave  I know just where to touch to get you feeling Every inch of your love 'cause I know you by heart I know just where to kiss to get you breathing Baby, I don't know much but I know you by heart  Your body's second nature I know what it takes to shake ya I don't have to lift a finger 'Cause I know you by heart I'll be the first to taste ya The second that you wake up You don't have to lift a finger But I know you by heart ",Know You By Heart 
Charlie Puth ,   Stole my heart and I fell for you Always knew I'd come back for you Time with you is not wasted time  Hurry for confection Waiting for perfection What I got to do to make you mine?  Oh woah Something about your hope Itâs making me want to know How far I can take it  Oh woah Donât want to take it slow Just give it another go and We can We can  Give it all We can give it all Iâll give you that L.U.V Give me that L.U.V  Give it all You can give it all Give me that L.U.V Give me that L.U.V  L.U.V L.U.V L.U.V L.U.V  I will sell my soul for you Put myself through hell for you Loving you's my only sin  Cutting through the tension Thatâs my only intention Just trying to let you let me in  Oh woah Something about your hope Itâs making me want to know How far I can take it  Oh woah Donât want to take it slow Just give it another go and We can We can  Give it all We can give it all Iâll give you that L.U.V Give me that L.U.V  Give it all You can give it all Give me that L.U.V Give me that L.U.V  L.U.V L.U.V L.U.V L.U.V  I donât wonder why Oh who was wrong Oh We just need to keep on holding on Woah  I got a billion stars up above me Solid on the ground Baby we ainât got no limits So tell me are you down We just need to keep on holding on Woah   Give it all We can give it all Give you that L.U.V Give me that L.U.V  Give it all You can give it all Give me that L.U.V Give me that L.U.V  L.U.V L.U.V L.U.V L.U.V ,L.U.V. 
Charlie Puth ,"   Have you ever felt like the world's not on your side? It feels almost easier to lock yourself away and hide  Good thing that you didn't give up on me, you helped me get up out my head So who knows where I'd be if you never said  If at first you don't succeed and you fall down to your knees Oh, you gotta pick yourself back up and try again If it don't go like it should, just remember life is good And you gotta pick yourself back up and try again  A thousand reasons made you fall It's only a passing season, y'all Why give up, let's give it up For every minute of your life Nothing's too late, it's a little delay When life is sour, I'll be your lemonade  Good thing that you didn't give up on me, you helped me get up out my head So who knows where I'd be if you never said  If at first you don't succeed and you fall down to your knees Oh, you gotta pick yourself back up and try again If it don't go like it should, just remember life is good And you gotta pick yourself back up and try again  Mama said don't give up You have already come so far Don't forget where you've come from Who you can be and who you are  If at first you don't succeed and you fall down to your knees Oh, you gotta pick yourself back up and try again If it don't go like it should, just remember life is good And you gotta pick yourself back up and try again ",Life's Good 
Charlie Puth ,"   I've been trying, there's no denying That girl you've got my heart falling so fast My minds racing, you've got me wasting My days were endless till I see you pass  And I'm like, (Ooo-ooo) Baby did I catch your eye? (Ooo-ooo) Can I see you tonight?  When the lights go out, You know it's going down The music playing is all we need When we're all alone, You don't wanna take it slow Forget it all and come home with me Come home with me  Take my hand girl, we'll cross this land till We find a place that we can call our own Trust in me and I'll set you free Babe I'm never ever leave you feeling cold  You got me like, (Ooo-ooo) Tell me I'm the only one (Ooo-ooo) And I'll see you tonight  When the lights go out, You know it's going down The music playing is all we need When we're all alone, You don't wanna take it slow Forget it all and come home with me Come home with me Come home with me Come home with me, with me With me me, me, me, me, me, me  When the lights go out, You know it's going down The music playing is all we need When we're all alone, You don't wanna take it slow Forget it all and come home with me Come home with me When the lights go out, You know it's going down The music playing is all we need When we're all alone, You don't wanna take it slow Forget it all and come home with me Come home with me ",Lights Go Out 
Charlie Puth ,"   Come and put your lipstick on my neck and my body (My baby) Just to show these bitches that you're mine (Oh) Lipstick on my collar, show 'em you ain't no hobby (My baby) You're the one who gets it all the time (Oh)  Baby, I think it's time we post a picture Tell your momma and your sister you got a man 'Cause I'm your man (Yeah) And lately, I've been thinking 'bout the future We can make it more than rumors That I'm your man 'cause I'm your man (Yes)  You can go ahead and be selfish Baby, there ain't no reason to be jealous Yeah, if you really want it, you don't gotta hold your tongue  Come and put your lipstick on my neck and my body (My baby) Just to show these bitches that you're mine (Oh) Lipstick on my collar, show 'em you ain't no hobby (My baby) You're the one who gets it all the time (Oh)  Baby, I know this might sound kinda crazy, but What would you want to name the baby? No, I'm just playin', but I'm just sayin' The moon, the stars, I'll raise the bar I stay kissing you in public, and holdin' your hand 'cause I'm your man  So you can go ahead and be selfish Baby, there ain't no reason to be jealous Yeah, if you really want it you don't gotta hold your tongue (Yeah)  Come and put your lipstick on my neck and my body (My baby) Just to show these bitches that you're mine (Oh) Lipstick on my collar, show 'em you ain't no hobby (My baby) You're the one who gets it all the time (Oh)  Listen I've been wanting to say this for a long time now And it feels like It feels like the only way I can do it is  You got the kind of lips that I like (Sing it) Tell me, do you want to taste? Don't you know that you're not the type that's only one night, no Baby, I can make you stay One more time You got the kind of lips that I like (Sing it) Tell me, do you want to taste? Don't you know that you're not the type that's only one night, no Baby, I can make you stay Everybody now  Come and put your lipstick on my neck and my body (My baby) Just to show these bitches that you're mine You're mine, mine, you're mine, mine Lipstick on my collar, show 'em you ain't no hobby (My baby) You're the one who gets it all the time (Oh)  I wanna, wanna say it one more time Come and put your lipstick on my neck and my body (My baby) Just to show these bitches that you're mine (Oh) Lipstick on my collar, show 'em you ain't no hobby (My baby) You're the one who gets it all the time ",Lipstick 
Charlie Puth ,"   I said this time next year Imma be the one who do Everything and more you said I couldn't do This one is for you This time next year I'm gonna be stronger A little bit taller Top is my only view  I'm kickin' in the door now Better get out my way Never really saw me comin' You left with nothing to say This' for everybody Who've always put me down I hope you open up your eyes And take a good look at me now Take a good look at me now Take a good look at me now  'Cause this time next year Imma walk down these halls And show my face for the world to see Gonna see me And Imma call every girl that turned me down And tell 'em now that I'm just too busy 'Cause I don't have the time  And its funny how my so-called friends Who've always left me alone Are suddenly running into me And blowin' up my phone  I'm kickin' in the door now Better get out my way Never really saw me comin' You left with nothing to say This' for everybody Who've always put me down I hope you open up your eyes And take a good look at me now Take a good look at me now Take a good look at me now Oh baby Take a good look at me now Take a good look at me now Take a good look at me now  Oh, look at me now Woah, this one is dedicated To all of the people Who said I would be nothing Just look at me now Look at me now Look at me now  I'm kickin' in the door now Better get out my way Never really saw me comin' You left with nothing to say This' for everybody Who've always put me down I hope you open up your eyes And take a good look at me now Take a good look at me now Take a good look at me now Take a good look at me now Take a good look at me now ",Look At Me Now 
Charlie Puth ,"   He's such a nice boy So well mannered He's so much better than the last one you've brought around Please and thank you Everything matters I'm gonna make sure that she knows I'm the best she's found  The moment she walks out the door I'm not pretending anymore  If your mother knew all of the things that we do (If your mother knew all the things we do) If your mother knew, she'd keep me so far from you (If your mother knew all the things we do)  Sneak out the window Pass over pillows I'll be waiting in the car right around the block Back of the Benzo More than the friend zone We've been hiding since the time they forgot to knock  The moment she walks out that door I'm not pretending anymore  If your mother knew all of the things that we do (If your mother knew all the things we do) If your mother knew, she'd keep me so far from you (If your mother knew all the things we do)  Next time that she sees me, she gon' act like she don't know me 'Cause she knows all of the story, now your daddy wants to kill me Next time that she sees me, she gon' act like she don't know me 'Cause she knows all of the story, now your daddy wants to kill me  Yeah If your mother only knew  The moment she walks out the door I'm not pretending anymore  If your mother knew all of the things that we do (If your mother knew all the things we do) If your mother knew, she'd keep me so far from you (If your mother knew all the things we do)  Next time that she sees me, she gon' act like she don't know me 'Cause she knows all of the story, now your daddy wants to kill me Next time that she sees me, she gon' act like she don't know me 'Cause she knows all of the story, now your daddy wants to kill me  (If your mother knew all the things we do) (If your mother knew all the things we do) If your mother knew all of the things that we do ",Mother 
Charlie Puth ,"   Woah-oh-woah Woah-oh-woah-woah Yeah  Weren't you the one That said you weren't hungry ""Just go ahead and eat your food"" I was the only one That anticipated that dinner would suck And my order is about to go through  I'm not eating that food There's nothing you can do ""Can I have some?"" You dream, man My hands up on the mouse No one better be in this house Because  This is my pizza My pizza It's my slice, my slice, pizza pie This is my pizza My pizza I waited 30 minutes And now I'm chowing down on my pizza My pizza It's my pie, my pie Not your freakin' pie it's mine It's my pizza My pizza I waited for so long And now I'm chowing down on my pizza Ooooooh Yeah  Tomatoes, hey I'll see you later I can't eat you right now Because I hate vegetables I'm eating so much now Much I never dreamed of God, I am so happy Now I have to throw up [*throwing up*]  This is my pizza My pizza It's my pie, my pie, pizza pie This is my pizza My pizza It's my pie, not your pie Pizza pie  This is my pizza My pizza It's my slice, my slice, pizza pie This is my pizza My pizza (oooo) I waited 30 minutes And now I'm chowing down on my pizza ",My Pizza 
Charlie Puth ,"  [Charlie Puth:] I'm facing the bottle for all of my problems These Instagram models are nothing but trouble She's going away now, I'm going full throttle All these Instagram models, I said they're nothing but trouble  [Lil Wayne:] When I met her she was out for love Yeah, I bought her leather and some diamond studs Damn, when I met her she was molly'd up Fuck it, I said ""Whatever"" cause I'm not a judge No, all my niggas say she's not what's up Uh, I considered it but not enough Uh, she just wanted to be popular Uh, she just want ten thousand followers Lord, she posted, she posted, she posted They like it, they like it, repost it She party promoting, she hosting She posing, legs open, provoking It got my head smoking I tried to act like I don't notice Emotions, emotions, emotions, lord  [Charlie Puth (Lil Wayne):] I'm facing the bottle for all of my problems These Instagram models are nothing but trouble She's going away now (Now it's over) I'm going full throttle (You drive me crazy) All these Instagram models I said they're nothing but trouble  [Lil Wayne:] I had to leave that ho alone and get my mind right I had to go talk to my friends, I had to find Christ Lord I had to, open up my eyes and find light I was so green and all she wanted was that limelight Lord I, was so blinded by her highlights She had me not checking my DM's neither my likes Oh what, you modeling ma? Knock yourself out Open my heart to you when you lock yourself out When I met her she was posse'd up In the section holding bottles up Oh, she just wanted to be popular Oh she just want ten thousand followers  [Charlie Puth:] I should have known from the very start That you weren't after my foolish heart No, you liar, liar, liar girl You got the world thinking you're a star But Oh, you're not who you say you are I'm dying, dying, dying, girl  [Charlie Puth (Lil Wayne):] I'm facing the bottle (I'm sipping and lighted and dipping in line, but I'm coping) For all of my problems (I'm too open) These Instagram models (Glad I left her) Are nothing but trouble (But I don't know her Lord) She's going away now (Now it's over) I'm going full throttle (You drive me crazy) All these Instagram models I said they're nothing but trouble ",Nothing But Trouble 
Charlie Puth ,"   Let me tell ya about 6 young fellas That really know how to get down Coast to coast, NY to L.A. Yeah, they run this fucking town  I'm talking about JC Caylen, Connor, Sam, Ricky, Kian, Trevor Moran Check yourself before you wreck yourself 'Cause now you're rocking with the whole damn fam Oh, yeah  That's O2L, but you already know And if you really don't You're out the window And they're never going to keep you feeling lonely Your only biggest problem is bitch Chloe  Ricky got sass Sam got love Trevor got them notes from above Connor got the giggles And Kian is a pro And JC is from Texas!  Tonight we're gonna give them hell Everybody's screaming O2L Ooh, ooh, ooh Ooh, ooh, ooh O-2-L, yeah Tonight we're gonna give 'em hell Everybody's screaming O-2-L Saying, ooh, ooh, ooh Ooh, ooh, ooh O2L  Everybody go bananas Everybody go bananas  Here we go again, same ol' thing Ricky got the tank top with no sleeves Connor's like, ""More Tumblr, please!"" And oh, my God, Kian, can I get your number... please? Sam Pottorff, what it do? Trevor's all like ""Ah, oh"" Man, I think that's everyone there And JC's still from Texas (Yee, haw, am I right?)  Oh, yeah Got to get em with it, with the program Yeah, they're seeing rumours Saying oh, yeah Got to get 'em with it saying, ""Oh, yeah""  Tonight we're gonna give them hell Everybody's screaming O2L Ooh, ooh, ooh Ooh, ooh, ooh O-2-L, yeah Tonight we're gonna give them hell Everybody's screaming O2L Saying, ooh, ooh, ooh Ooh, ooh, ooh O2L  Everybody go bananas  Tonight we're gonna give them hell Everybody's screaming, O2L Hmm, hmm O-2-L Tonight we're gonna give them hell Everybody's screaming, O2L Saying, hmm, hmm O-2-L ",O2L Song 
Charlie Puth ,"  [Charlie Puth:] I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away  Call me, baby, if you need a friend I just wanna give you love C'mon, c'mon, c'mon Reaching out to you, so take a chance  No matter where you go You know you're not alone  I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away  Come along with me and don't be scared I just wanna set you free C'mon, c'mon, c'mon You and me can make it anywhere For now, we can stay here for a while Cause you know, I just wanna see you smile  No matter where you go You know you're not alone  I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away  [Tyga:] Bling my hotline, I'm only one call away You wanna ball, we only one mall away Ay, dare I see you again like Charlie say Again and again, that's always bae Back when I was poor, I only had a heart to break We was splitting meals, two straws and a chocolate shake You had my back and that's true to facts When you need your boy, pick up the phone and do the math  [Charlie Puth & Tyga:] I'm only one call away I'm only one call away I'll be there to save the day Pick up the line, I got you Superman got nothing on me I'm only one, I'm only one call away I'll be there to save the day Superman got nothing on me I'm only one call away I'm only one call away ",One Call Away (Remix) 
Charlie Puth ,"   I heard you slammed the door And fall right to the floor You kept on crying That look upon your face Doesn't cover up What's under lying Seeing you like this Makes me wanna die  We'd lie beneath the stars Just to foolish hearts From million faces Now I lie here all alone Sitting by the phone There's too much space here  Oh baby, come back and stay with me  Cause it's not over Please don't say it's over Cause it's not over To me, to me, to me It's never over to me  My heart, my heart Is your's, is your's For yesterdays and for taking it My heart is broken You're all that I need Just don't forget about me Don't forget about me...  Cause letting you go hurt me  Cause it's not over Please don't say it's over Cause it's not over To me, to me, to me Ever over you and me ",Over 
